google_place_url,business_name,business_website,business_phone,email_1,email_2,type,sub_types,full_address,borough,street,city,postal_code,state,country,timezone,latitude,longitude,review_url,total_reviews,average_rating,reviews_per_score,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,google_id,contact_page,facebook,twitter,instagram,youtube,linkedin,website_built_with,website_title,website_desc,source_file
https://www.google.com/maps?cid=17693393046274650418,Ajiel MD Cosmetics and Medspa - Academy,,+1 905-912-0938,,,Skin care clinic,Skin care clinic,"360 Queenston Rd, Hamilton, ON L8K 1H9, Canada",Glenview East,360 Queenston Rd,Hamilton,L8K 1H9,Ontario,Canada,America/Toronto,43.2330503,-79.7884352,"https://search.google.com/local/reviews?placeid=ChIJvVm1zGCZLIgRMjGRYjuPi_U&q=Laser+hair+removal+service+in+Sunninghill,+Hamilton,+ON,+Canada&authuser=0&hl=en&gl=US",40.0,5.0,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 40}",0.0,0.0,0.0,0.0,40.0,0x882c9960ccb559bd:0xf58b8f3b62913132,,,,,,,,,,Canada.csv
https://www.google.com/maps?cid=16388272886597862711,DRS Skincare,http://www.drsskincare.ca/,+1 905-524-1712,info@drsskincare.ca,,Skin care clinic,"Skin care clinic, Dermatologist","1662 Upper James St, Hamilton, ON L9B 1K5, Canada",Kennedy East,1662 Upper James St,Hamilton,L9B 1K5,Ontario,Canada,America/Toronto,43.2009409,-79.8949116,"https://search.google.com/local/reviews?placeid=ChIJGXLgeJmbLIgRN8XUj1zXbuM&q=Laser+hair+removal+service+in+Sunninghill,+Hamilton,+ON,+Canada&authuser=0&hl=en&gl=US",653.0,4.9,"{1: 14, 2: 3, 3: 3, 4: 15, 5: 618}",14.0,3.0,3.0,15.0,618.0,0x882c9b9978e07219:0xe36ed75c8fd4c537,https://www.drsskincare.ca/contact-us/,https://www.facebook.com/drsskincarehamilton,https://twitter.com/share?url=https://www.drsskincare.ca/&via=TWITTER_HANDLE&text=Welcome DRS Skincare,https://www.instagram.com/drs_skincare/,,,WordPress 6.8.2,Dermatologist Hamilton - Skin Care Experts | DRS Skincare,"Professional medical & cosmetic dermatology in an novel, state-of-the-art office drs skin care in Hamilton, ON Canada. Consult Dr. Rahul Shukla on (905) 524-1712",Canada.csv
https://www.google.com/maps?cid=13329663595561205336,Doctor V Dermatology,http://doctorv.ca/,+1 905-549-1025,,,Skin care clinic,"Skin care clinic, Dermatologist","800 Queenston Rd #305, Hamilton, ON L8G 1A7, Canada",Stoney Creek,800 Queenston Rd #305,Hamilton,L8G 1A7,Ontario,Canada,America/Toronto,43.2272018,-79.765157,"https://search.google.com/local/reviews?placeid=ChIJA62Uk-WYLIgRWL7hpGp6_Lg&q=Laser+hair+removal+service+in+Sunninghill,+Hamilton,+ON,+Canada&authuser=0&hl=en&gl=US",51.0,3.8,"{1: 12, 2: 4, 3: 1, 4: 0, 5: 34}",12.0,4.0,1.0,0.0,34.0,0x882c98e59394ad03:0xb8fc7a6aa4e1be58,,,,,,,,,,Canada.csv
https://www.google.com/maps?cid=1519819166815632331,Beautify: Skin Clinic | Hair Lounge | K-Beauty Enhancement College,https://www.beautifygroup.com/,+1 905-788-8008,info@beautifygroup.com,,Skin care clinic,"Skin care clinic, Beauty school, Hair salon, Laser hair removal service, Massage spa, Sports massage therapist, Hairdresser","1600 Steeles Ave W Unit 26, Concord, ON L4K 4M2, Canada",Concord,1600 Steeles Ave W Unit 26,Concord,L4K 4M2,Ontario,Canada,America/Toronto,43.7871154,-79.4736629,"https://search.google.com/local/reviews?placeid=ChIJX-Cc_HovK4gRyzvg2Hp7FxU&q=Permanent+make-up+clinic+in+Downsview+Central,+ON,+Canada&authuser=0&hl=en&gl=US",44.0,5.0,"{1: 0, 2: 0, 3: 0, 4: 2, 5: 42}",0.0,0.0,0.0,2.0,42.0,0x882b2f7afc9ce05f:0x15177b7ad8e03bcb,https://beautifygroup.com/contact-us,https://www.facebook.com/beautifygrouptoronto,,https://www.instagram.com/beautify_group_toronto,,,,"Medical Spa in Vaughan, ON | Beautify Skin Clinic","We are your one-stop shop for holistic beauty care, offering a broad range of medical skin treatments, hairstyling, and cutting-edge aesthetic education.",Canada.csv
https://www.google.com/maps?cid=11718175035029090739,Skin Vitality Medical Clinic Kitchener,https://www.skinvitality.ca/kitchener/?src=7014X000001yGl0,+1 519-650-4100,,,Skin care clinic,"Skin care clinic, Beauty product supplier, Medical spa, Medical clinic, Weight loss service","4281 King St E, Kitchener, ON N2P 2E9, Canada",Pioneer Tower West,4281 King St E,Kitchener,N2P 2E9,Ontario,Canada,America/Toronto,43.4089546,-80.39969839999999,"https://search.google.com/local/reviews?placeid=ChIJ4cMEIUOKK4gRs3HC2htSn6I&q=Skin+care+clinic+in+Kitchener+South+Central,+ON,+Canada&authuser=0&hl=en&gl=US",991.0,4.5,"{1: 104, 2: 9, 3: 10, 4: 46, 5: 822}",104.0,9.0,10.0,46.0,822.0,0x882b8a432104c3e1:0xa29f521bdac271b3,https://www.skinvitality.ca/contact-us/,https://www.facebook.com/SkinVitalityMedicalClinic/,,https://www.instagram.com/skinvitality/,https://youtube.com/shorts/Y0dfAgE7BPM?si=L-fTbILxv_0BGHhT,,WordPress 6.7.2,Botox Kitchener & Waterloo | Botox Near Me | Lip Filler Kitchener,"Huge Savings on CoolSculpting - Best Results in Kitchener - 250+ Expert Staff - 5K+ 5 Star Reviews - Best Prices in Canada - Voted #1 Medical Clinic - Quick Results - Free Assessment with Doctor - 0% Financing - Call (519) 650-4100 - Located at 4281 King St E, Kitchener, ON N2P 2E9 - We are less than 2km from your location, book today!",Canada.csv
https://www.google.com/maps?cid=5597637121526577626,Medical Arts Skin Care Clinic,,+1 519-893-8966,,,Skin care clinic,Skin care clinic,"39 Glencliffe Ct, Kitchener, ON N2B 3X1, Canada",Grand River North,39 Glencliffe Ct,Kitchener,N2B 3X1,Ontario,Canada,America/Toronto,43.462862,-80.4330469,"https://search.google.com/local/reviews?placeid=ChIJuz3GGF6LK4gR2rkh8k3Nrk0&q=Skin+care+clinic+in+Kitchener+South+Central,+ON,+Canada&authuser=0&hl=en&gl=US",2.0,5.0,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 2}",0.0,0.0,0.0,0.0,2.0,0x882b8b5e18c63dbb:0x4daecd4df221b9da,,,,,,,,,,Canada.csv
https://www.google.com/maps?cid=18114461750639974305,D & G Skin Care and Laser,https://www.dgskincarelaser.com/,+1 519-208-1523,clinic@dgskincarelaser.com,,Skin care clinic,"Skin care clinic, Laser hair removal service, Medical spa","235 The Boardwalk #202, Kitchener, ON N2N 0B1, Canada",Highland West,235 The Boardwalk #202,Kitchener,N2N 0B1,Ontario,Canada,America/Toronto,43.4358545,-80.5614658,"https://search.google.com/local/reviews?placeid=ChIJAUlsQHH1K4gRoddL2Px-Y_s&q=Skin+care+clinic+in+Kitchener+South+Central,+ON,+Canada&authuser=0&hl=en&gl=US",63.0,4.9,"{1: 2, 2: 0, 3: 0, 4: 0, 5: 61}",2.0,0.0,0.0,0.0,61.0,0x882bf571406c4901:0xfb637efcd84bd7a1,https://www.dgskincarelaser.com/contact-us,,,,,,Wix.com Website Builder,Home | D & G Skin Care and Laser | Kitchener,"Daniela Baias, Medical Aesthetician/Laser Technician with over 20 years of experience, CIDESCO Diploma since 1996. Owner at D & G Skin Care and Laser Inc.",Canada.csv
https://www.google.com/maps?cid=12177599050421493735,Tammys skin care clinic,https://tammysskincareclinic.ca/,+1 226-338-6011,,,Skin care clinic,Skin care clinic,"221 Paige Pl, Kitchener, ON N2K 4P5, Canada",Bridgeport East,221 Paige Pl,Kitchener,N2K 4P5,Ontario,Canada,America/Toronto,43.4760398,-80.4681569,"https://search.google.com/local/reviews?placeid=ChIJzThuInPzK4gR59-BEdGF_6g&q=Skin+care+clinic+in+Kitchener+South+Central,+ON,+Canada&authuser=0&hl=en&gl=US",1.0,5.0,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 1}",0.0,0.0,0.0,0.0,1.0,0x882bf373226e38cd:0xa8ff85d11181dfe7,,,,,,,,403 Forbidden,,Canada.csv
https://www.google.com/maps?cid=13462873841249740336,Beauty Visage Skin Care Salon,,+1 519-893-4499,,,Skin care clinic,"Skin care clinic, Beauty salon","1253 Ottawa St S, Kitchener, ON N2E 1L9, Canada",Laurentian Hills,1253 Ottawa St S,Kitchener,N2E 1L9,Ontario,Canada,America/Toronto,43.4179934,-80.50912129999999,"https://search.google.com/local/reviews?placeid=ChIJU98maRmLK4gRMOaW42281bo&q=Skin+care+clinic+in+Kitchener+South+Central,+ON,+Canada&authuser=0&hl=en&gl=US",2.0,5.0,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 2}",0.0,0.0,0.0,0.0,2.0,0x882b8b196926df53:0xbad5bc6de396e630,,,,,,,,,,Canada.csv
https://www.google.com/maps?cid=5265646762230871236,Neuvinity Aesthetics,,+1 519-772-5687,,,Skin care clinic,Skin care clinic,"27 Lemonbalm St, Kitchener, ON N2E 3V9, Canada",Laurentian West,27 Lemonbalm St,Kitchener,N2E 3V9,Ontario,Canada,America/Toronto,43.4043172,-80.5089608,"https://search.google.com/local/reviews?placeid=ChIJt1nyEoX1K4gRxPR059RVE0k&q=Skin+care+clinic+in+Kitchener+South+Central,+ON,+Canada&authuser=0&hl=en&gl=US",1.0,5.0,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 1}",0.0,0.0,0.0,0.0,1.0,0x882bf58512f259b7:0x491355d4e774f4c4,,,,,,,,,,Canada.csv
https://www.google.com/maps?cid=15268367008849053379,"Sunshine Cosmetic Clinic & Medi Spa Kitchener, Waterloo - Botox, Fillers, Facials, Laser Hair Removal",http://www.kitchenerwaterloomedispa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 519-208-6669,info@sunshinemedispa.com,,Skin care clinic,"Skin care clinic, Cosmetics store, Facial spa, Hair removal service, Health and beauty shop, Massage spa, Massage therapist, Medical spa, Sports massage therapist, Wellness center","278 Larch St, Waterloo, ON N2L 3R3, Canada",,278 Larch St,Waterloo,N2L 3R3,Ontario,Canada,America/Toronto,43.477156,-80.5310037,"https://search.google.com/local/reviews?placeid=ChIJR3K8Cf71K4gRw8a9NuYi5NM&q=Skin+care+clinic+in+Kitchener+South+Central,+ON,+Canada&authuser=0&hl=en&gl=US",320.0,5.0,"{1: 3, 2: 1, 3: 0, 4: 1, 5: 315}",3.0,1.0,0.0,1.0,315.0,0x882bf5fe09bc7247:0xd3e422e636bdc6c3,https://kitchenerwaterloomedispa.com/contact-us/,https://www.facebook.com/SunshineMediSpa/,,https://www.instagram.com/sunshine.medispa/,https://www.youtube.com/@sunshinemedispa,,"Elementor 3.30.2; features: additional_custom_breakpoints; settings: css_print_method-internal, google_font-enabled, font_display-auto","Best Medical Spa Waterloo, Kitchener, Cambridge | Spa Near Me",We are recognized as the best medical spa in Kitchener Waterloo & Cambridge region and have won 10+ top local awards. Our rating is 5-star!,Canada.csv
https://www.google.com/maps?cid=14373381379948872523,Derma Secret Waterloo,https://dermasecret.ca/,+1 647-470-3347,info@dermasecret.ca,dermasecretclinic@gmail.com,Skin care clinic,"Skin care clinic, Beautician, Beauty salon, Facial spa, Health spa, Laser hair removal service, Massage therapist, Medical spa","55 Erb St E Floor 1, Unit 113, Waterloo, ON N2J 1L7, Canada",,"55 Erb St E Floor 1, Unit 113",Waterloo,N2J 1L7,Ontario,Canada,America/Toronto,43.4649404,-80.5185475,"https://search.google.com/local/reviews?placeid=ChIJfYIlLlv1K4gRSwMRLTaCeMc&q=Skin+care+clinic+in+Kitchener+South+Central,+ON,+Canada&authuser=0&hl=en&gl=US",172.0,4.7,"{1: 11, 2: 2, 3: 0, 4: 3, 5: 156}",11.0,2.0,0.0,3.0,156.0,0x882bf55b2e25827d:0xc77882362d11034b,https://dermasecret.ca/contact/,https://www.facebook.com/DermaSecretClinic/,,https://www.instagram.com/dermasecretclinic/,,,WordPress 6.8.2,Derma Secret Medical Spa | Top-Rated Medical Aesthetics in Mississauga and Waterloo,"Feel your best with our top-rated spas in Waterloo & Mississauga. Rejuvenate your skin with Laser Hair Removal, Botox & Dermal Injections, Dermaplaning & more. Book now!",Canada.csv
https://www.google.com/maps?cid=11689780190682310664,AESTHETICS BY DR. MALLHI,https://www.aestheticsbydrmallhi.ca/,+1 519-741-6780,aestheticsbydr.mallhi@yahoo.com,,Skin care clinic,"Skin care clinic, Hair transplantation clinic, Laser hair removal service, Medical spa","1241 Strasburg Road Unit 10, second floor, Kitchener, ON N2R 0S1, Canada",Trillium Industrial Park,"1241 Strasburg Road Unit 10, second floor",Kitchener,N2R 0S1,Ontario,Canada,America/Toronto,43.4066318,-80.47435089999999,"https://search.google.com/local/reviews?placeid=ChIJp4yEDFb1K4gRCGgE-CVxOqI&q=Skin+care+clinic+in+Kitchener+South+Central,+ON,+Canada&authuser=0&hl=en&gl=US",84.0,4.9,"{1: 1, 2: 0, 3: 1, 4: 1, 5: 81}",1.0,0.0,1.0,1.0,81.0,0x882bf5560c848ca7:0xa23a7125f8046808,https://www.aestheticsbydrmallhi.ca/contact,https://www.facebook.com/AestheticsByDrMallhi/,,https://www.instagram.com/AestheticsByDr.Mallhi/,,,Wix.com Website Builder,Non-Surgical Neck Lift Treatment | Achieve a Youthful Look,"Understand the differences between BBL and Morpheus8 treatments. Regain control and confidence with our advanced, non-surgical solutions |Aesthetics By Dr. Malhi",Canada.csv
https://www.google.com/maps?cid=11766099725594985172,Total Skin & Body Anti Aging Spa,http://totalskinandbody.ca/,+1 519-576-2250,info@totalskinandbody.ca,,Skin care clinic,"Skin care clinic, Day spa, Facial spa, Health spa, Laser hair removal service, Massage therapist, Medical spa, Spa, Waxing hair removal service","385 Frederick Street Frederick Street Mall, Kitchener, ON N2H 2P2, Canada",Central Frederick,385 Frederick Street Frederick Street Mall,Kitchener,N2H 2P2,Ontario,Canada,America/Toronto,43.4570337,-80.473281,"https://search.google.com/local/reviews?placeid=ChIJf2ZqWLz0K4gR1ALpZ1yVSaM&q=Skin+care+clinic+in+Kitchener+South+Central,+ON,+Canada&authuser=0&hl=en&gl=US",48.0,4.4,"{1: 5, 2: 0, 3: 1, 4: 6, 5: 36}",5.0,0.0,1.0,6.0,36.0,0x882bf4bc586a667f:0xa349955c67e902d4,https://www.totalskinandbody.ca/contact/,https://www.facebook.com/totalskinandbody,,https://www.instagram.com/totalskinandbody/,,,Divi v.4.14.8,Total Skin & Body Medical Spa | Total Skin & Body Medical Spa,,Canada.csv
https://www.google.com/maps?cid=10426098142996043536,YourSkinRN Medical Aesthetics & Laser Hair Removal,http://yourskinrn.ca/,+1 519-497-4037,yourskinrns@gmail.com,,Skin care clinic,"Skin care clinic, Laser hair removal service, Medical spa","572 Weber St N Unit 3B, Waterloo, ON N2L 5J3, Canada",,572 Weber St N Unit 3B,Waterloo,N2L 5J3,Ontario,Canada,America/Toronto,43.4957663,-80.54824649999999,"https://search.google.com/local/reviews?placeid=ChIJdeqlUxz1K4gREJejbgXxsJA&q=Skin+care+clinic+in+Kitchener+South+Central,+ON,+Canada&authuser=0&hl=en&gl=US",76.0,5.0,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 76}",0.0,0.0,0.0,0.0,76.0,0x882bf51c53a5ea75:0x90b0f1056ea39710,https://yourskinrn.ca/contact/,https://www.facebook.com/Your-Skin-RN-771732989831895/,https://twitter.com/denises44072501,https://www.instagram.com/yourskinrn/,,,"Powered by LayerSlider 7.11.1 - Build Heros, Sliders, and Popups. Create Animations and Beautiful, Rich Web Content as Easy as Never Before on WordPress.",Medical Aesthetics in Waterloo - Cosmetic Clinic | YourSkinRN,"YourSkinRN is the top Medical Aesthetics Clinic in Waterloo. We offer services such as Botox, laser hair removal, microneedling, and more.",Canada.csv
